name,creationYear,duration,original,description,topics
Beautiful Sunrise,1982,5:41,True,Beautiful Sunrise is a song that An anthem that resonates with the feeling of sunrise.,"['Hip-Hop', 'Energetic']"
Dream under the Heart,2007,2:52,False,Dream under the Heart is a song that A soulful composition that explores the complexity of sky.,"['Pop', 'Love']"
Night to the Moon,1989,3:41,False,Night to the Moon is a song that An anthem that resonates with the feeling of sky.,"['Jazz', 'Relax']"
Happy beyond the Dream,2014,5:41,True,Happy beyond the Dream is a song that A soulful composition that explores the complexity of sky.,"['Pop', 'Love']"
Lonely Day,2008,2:12,False,"Lonely Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Sky for a Love,1994,4:53,False,Sky for a Love is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Beautiful Star,2012,5:07,True,Beautiful Star is a song that An anthem that resonates with the feeling of sky.,"['Hip-Hop', 'Energetic']"
Final beyond the Love,1986,5:58,False,Final beyond the Love is a song that An anthem that resonates with the feeling of day.,"['Rock', 'Sad']"
Star without a Dream,1991,2:39,False,Star without a Dream is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Broken Dream,2009,2:58,False,Broken Dream is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Eternal Sunset,2000,3:29,True,"Eternal Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Star beyond the Love,2010,3:11,True,Star beyond the Love is a song that Evokes the essence of final experiences.,"['Hip-Hop', 'Energetic']"
Dark of the Love,2003,3:43,True,Dark of the Love is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Dream beyond the Night,1999,4:14,False,Dream beyond the Night is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Sunset in the Heart,2016,5:16,True,Sunset in the Heart is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Final Dream,1983,3:01,False,Final Dream is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Love for a Sunset,2007,3:11,True,Love for a Sunset is a song that A soulful composition that explores the complexity of star.,"['Rock', 'Sad']"
Final without a Star,2023,4:25,False,"Final without a Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Bright Sunset,1999,4:17,True,Bright Sunset is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
First in the Love,2003,3:31,True,"First in the Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Lonely without a Dream,2011,2:37,False,Lonely without a Dream is a song that Evokes the essence of final experiences.,"['Jazz', 'Relax']"
Love for a Sunset,2020,2:46,True,Love for a Sunset is a song that Evokes the essence of bright experiences.,"['Pop', 'Love']"
Dark Love,2015,4:37,False,"Dark Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Day in the Day,2013,4:29,True,Day in the Day is a song that Evokes the essence of bright experiences.,"['Rock', 'Sad']"
Heart of the Moon,2015,2:00,True,Heart of the Moon is a song that Evokes the essence of bright experiences.,"['Hip-Hop', 'Energetic']"
Eternal Night,1981,3:44,False,"Eternal Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Moon for a Sunset,1994,5:27,False,Moon for a Sunset is a song that An anthem that resonates with the feeling of sky.,"['Jazz', 'Relax']"
Dark of the Moon,2013,2:57,False,Dark of the Moon is a song that A soulful composition that explores the complexity of star.,"['Jazz', 'Relax']"
Happy Heart,2015,3:12,True,Happy Heart is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Eternal Heart,1985,4:35,False,Eternal Heart is a song that Evokes the essence of final experiences.,"['Hip-Hop', 'Energetic']"
Star without a Heart,2018,4:21,True,Star without a Heart is a song that A soulful composition that explores the complexity of star.,"['Pop', 'Love']"
Dream of the Heart,2021,3:38,False,Dream of the Heart is a song that Evokes the essence of last experiences.,"['Pop', 'Love']"
Star to the Moon,1991,2:14,False,Star to the Moon is a song that An anthem that resonates with the feeling of moon.,"['Hip-Hop', 'Energetic']"
Dark beyond the Dream,1982,4:03,False,Dark beyond the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Star of the Dream,1997,5:22,False,Star of the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Love without a Moon,2019,4:05,False,"Love without a Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Final under the Moon,2000,5:19,False,"Final under the Moon is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Bright Dream,1994,3:36,True,"Bright Dream is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Dark under the Night,2012,5:11,False,Dark under the Night is a song that A soulful composition that explores the complexity of day.,"['Hip-Hop', 'Energetic']"
Final under the Sunrise,2014,2:27,True,Final under the Sunrise is a song that A soulful composition that explores the complexity of sunrise.,"['Pop', 'Love']"
Lonely to the Love,2005,5:00,False,Lonely to the Love is a song that An anthem that resonates with the feeling of night.,"['Hip-Hop', 'Energetic']"
Bright of the Sky,1987,2:21,False,Bright of the Sky is a song that An anthem that resonates with the feeling of sunset.,"['Pop', 'Love']"
Night for a Night,2015,3:20,False,Night for a Night is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Dark to the Sunrise,2009,5:34,True,Dark to the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Dream beyond the Heart,2002,4:04,True,Dream beyond the Heart is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Night in the Star,2021,5:55,False,Night in the Star is a song that A soulful composition that explores the complexity of sunset.,"['Pop', 'Love']"
Final Love,2023,3:49,True,Final Love is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Bright Dream,1993,5:05,False,Bright Dream is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Love for a Day,1993,2:55,False,Love for a Day is a song that A soulful composition that explores the complexity of moon.,"['Pop', 'Love']"
Heart without a Night,1981,3:58,True,Heart without a Night is a song that Evokes the essence of last experiences.,"['Hip-Hop', 'Energetic']"
Broken for a Moon,2016,5:39,True,Broken for a Moon is a song that Evokes the essence of eternal experiences.,"['Hip-Hop', 'Energetic']"
Beautiful to the Sunrise,1984,4:28,True,Beautiful to the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Bright Dream,2017,4:39,True,Bright Dream is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Heart in the Star,2020,2:37,False,Heart in the Star is a song that Evokes the essence of last experiences.,"['Pop', 'Love']"
Dark Day,1993,3:01,True,Dark Day is a song that A soulful composition that explores the complexity of dream.,"['Pop', 'Love']"
Day of the Love,2018,5:10,True,Day of the Love is a song that A soulful composition that explores the complexity of star.,"['Rock', 'Sad']"
Bright of the Sunrise,2004,2:53,False,Bright of the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Dark under the Sunrise,1999,2:37,True,Dark under the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Bright in the Moon,1981,5:26,True,Bright in the Moon is a song that Evokes the essence of bright experiences.,"['Hip-Hop', 'Energetic']"
Sunrise in the Sunset,2018,5:11,True,Sunrise in the Sunset is a song that An anthem that resonates with the feeling of heart.,"['Rock', 'Sad']"
Beautiful without a Day,1985,4:30,True,Beautiful without a Day is a song that Evokes the essence of first experiences.,"['Hip-Hop', 'Energetic']"
Happy under the Sunrise,1996,4:31,False,Happy under the Sunrise is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Dark of the Dream,2004,2:09,False,Dark of the Dream is a song that An anthem that resonates with the feeling of love.,"['Jazz', 'Relax']"
Broken in the Sunset,2007,4:44,True,"Broken in the Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Beautiful Sky,1981,4:34,True,Beautiful Sky is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Eternal Night,2014,4:14,False,Eternal Night is a song that Evokes the essence of eternal experiences.,"['Rock', 'Sad']"
Dream to the Day,2016,5:12,True,Dream to the Day is a song that An anthem that resonates with the feeling of sunset.,"['Jazz', 'Relax']"
Dark Sunrise,1984,2:34,True,Dark Sunrise is a song that A soulful composition that explores the complexity of moon.,"['Jazz', 'Relax']"
Final for a Day,1980,5:10,True,Final for a Day is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Bright to the Sunset,2019,4:20,True,Bright to the Sunset is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Final Love,1991,4:53,True,"Final Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Love without a Moon,2015,4:29,True,Love without a Moon is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Happy to the Day,2002,4:59,True,Happy to the Day is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Dark for a Sunrise,2010,5:52,True,Dark for a Sunrise is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Heart to the Love,1990,4:21,True,Heart to the Love is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Star beyond the Sunrise,1989,3:30,False,Star beyond the Sunrise is a song that An anthem that resonates with the feeling of sunset.,"['Pop', 'Love']"
Bright Star,1982,3:23,False,Bright Star is a song that An anthem that resonates with the feeling of star.,"['Hip-Hop', 'Energetic']"
Beautiful Dream,1993,3:48,False,Beautiful Dream is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Heart in the Sky,1995,5:35,True,"Heart in the Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Jazz', 'Relax']"
Dark without a Moon,1989,5:54,True,Dark without a Moon is a song that Evokes the essence of eternal experiences.,"['Pop', 'Love']"
Happy Dream,2008,4:42,False,Happy Dream is a song that An anthem that resonates with the feeling of love.,"['Pop', 'Love']"
Sky for a Day,1989,3:34,True,Sky for a Day is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Sky beyond the Heart,1991,4:15,False,Sky beyond the Heart is a song that A soulful composition that explores the complexity of sunrise.,"['Pop', 'Love']"
Night under the Sunset,2009,2:20,True,Night under the Sunset is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Heart under the Moon,2020,2:09,False,Heart under the Moon is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Day beyond the Moon,1980,4:24,False,Day beyond the Moon is a song that An anthem that resonates with the feeling of moon.,"['Pop', 'Love']"
Beautiful of the Night,1984,5:28,False,Beautiful of the Night is a song that An anthem that resonates with the feeling of sunset.,"['Hip-Hop', 'Energetic']"
Moon for a Day,1999,4:18,True,Moon for a Day is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Happy Moon,1987,4:01,False,Happy Moon is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Broken Sky,2022,3:42,True,Broken Sky is a song that An anthem that resonates with the feeling of day.,"['Pop', 'Love']"
Last Night,1991,2:19,True,Last Night is a song that Evokes the essence of final experiences.,"['Hip-Hop', 'Energetic']"
Dream in the Sky,1980,5:18,True,Dream in the Sky is a song that A soulful composition that explores the complexity of love.,"['Rock', 'Sad']"
